id,number_val_e164,phone_number_type,status,purchased_at,updated_at,connection_id,connection_name,primary_ip,secondary_ip,tertiary_ip,primary_port,secondary_port,tertiary_port,primary_fqdn,secondary_fqdn,tertiary_fqdn,primary_fqdn_port,secondary_fqdn_port,tertiary_fqdn_port,primary_fqdn_dns_record_type,secondary_fqdn_dns_record_type,tertiary_fqdn_dns_record_type,caller_id_name_enabled,e911_enabled,emergency_address_id,cnam_listing_enabled,cnam_listing_details,t38_fax_gateway_enabled,accept_any_rtp_packets_enabled,enable_rtp_auto_adjust,hd_voice_enabled,ignore_tech_prefix,enable_tech_prefix,messaging_profile_id,messaging_profile_name,usage_payment_method,media_handling_mode,routing_method,inbound_call_recording_enabled,inbound_call_recording_channels,inbound_call_recording_format,tags,billing_group_id,bundle_id,bundle_name,external_pin,country_iso_alpha2,address_id,translated_number,forwards_to,forwarding_type,emergency_status,source_type,source_id,activated_at
2985955939024110657,+18883290452,toll_free,active,2026-06-19T20:01:26Z,2026-06-19T20:01:31Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,68057c1b-1cf3-4174-aa0b-cc6cea69dc7a,2026-06-19T20:01:31Z
2985955939258991695,+18888560343,toll_free,active,2026-06-19T20:01:26Z,2026-06-19T20:01:31Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,68057c1b-1cf3-4174-aa0b-cc6cea69dc7a,2026-06-19T20:01:31Z
2985955939175105610,+18886882443,toll_free,active,2026-06-19T20:01:26Z,2026-06-19T20:01:32Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,68057c1b-1cf3-4174-aa0b-cc6cea69dc7a,2026-06-19T20:01:32Z
2985955939300934738,+18889250342,toll_free,active,2026-06-19T20:01:26Z,2026-06-19T20:01:33Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,68057c1b-1cf3-4174-aa0b-cc6cea69dc7a,2026-06-19T20:01:33Z
2985955939284157521,+18888920457,toll_free,active,2026-06-19T20:01:26Z,2026-06-19T20:01:33Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,68057c1b-1cf3-4174-aa0b-cc6cea69dc7a,2026-06-19T20:01:33Z
2985955939208660044,+18887281245,toll_free,active,2026-06-19T20:01:26Z,2026-06-19T20:01:31Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,68057c1b-1cf3-4174-aa0b-cc6cea69dc7a,2026-06-19T20:01:31Z
2985955939066053699,+18884900353,toll_free,active,2026-06-19T20:01:26Z,2026-06-19T20:01:32Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,68057c1b-1cf3-4174-aa0b-cc6cea69dc7a,2026-06-19T20:01:32Z
2985955939225437261,+18887300056,toll_free,active,2026-06-19T20:01:26Z,2026-06-19T20:01:33Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,68057c1b-1cf3-4174-aa0b-cc6cea69dc7a,2026-06-19T20:01:33Z
2985955939082830916,+18885230522,toll_free,active,2026-06-19T20:01:26Z,2026-06-19T20:01:32Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,68057c1b-1cf3-4174-aa0b-cc6cea69dc7a,2026-06-19T20:01:32Z
2985955939107996742,+18885780583,toll_free,active,2026-06-19T20:01:26Z,2026-06-19T20:01:33Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,68057c1b-1cf3-4174-aa0b-cc6cea69dc7a,2026-06-19T20:01:33Z
2985955939158328393,+18886710612,toll_free,active,2026-06-19T20:01:26Z,2026-06-19T20:01:33Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,68057c1b-1cf3-4174-aa0b-cc6cea69dc7a,2026-06-19T20:01:33Z
2985955939275768912,+18888640343,toll_free,active,2026-06-19T20:01:26Z,2026-06-19T20:01:35Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,68057c1b-1cf3-4174-aa0b-cc6cea69dc7a,2026-06-19T20:01:35Z
2985955939091219525,+18885263224,toll_free,active,2026-06-19T20:01:26Z,2026-06-19T20:01:34Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,68057c1b-1cf3-4174-aa0b-cc6cea69dc7a,2026-06-19T20:01:34Z
2985955939183494219,+18887251663,toll_free,active,2026-06-19T20:01:26Z,2026-06-19T20:01:34Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,68057c1b-1cf3-4174-aa0b-cc6cea69dc7a,2026-06-19T20:01:34Z
2985955939057665090,+18884080496,toll_free,active,2026-06-19T20:01:26Z,2026-06-19T20:01:35Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,68057c1b-1cf3-4174-aa0b-cc6cea69dc7a,2026-06-19T20:01:35Z
2986561504205080091,+18889193922,toll_free,active,2026-06-20T16:04:35Z,2026-06-20T16:11:23Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,b642f885-a2d3-4ced-990d-b5ca989d2257,2026-06-20T16:04:40Z
2986561504096028178,+18882681541,toll_free,active,2026-06-20T16:04:35Z,2026-06-20T16:07:59Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,b642f885-a2d3-4ced-990d-b5ca989d2257,2026-06-20T16:04:39Z
2986561504129582611,+18884400392,toll_free,active,2026-06-20T16:04:35Z,2026-06-20T16:11:16Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,b642f885-a2d3-4ced-990d-b5ca989d2257,2026-06-20T16:04:41Z
2986561504163137046,+18886764158,toll_free,active,2026-06-20T16:04:35Z,2026-06-20T16:11:19Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,b642f885-a2d3-4ced-990d-b5ca989d2257,2026-06-20T16:04:40Z
2986561504146359829,+18886495351,toll_free,active,2026-06-20T16:04:35Z,2026-06-20T16:11:18Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,b642f885-a2d3-4ced-990d-b5ca989d2257,2026-06-20T16:04:40Z
2986561504238634525,+18889750853,toll_free,active,2026-06-20T16:04:35Z,2026-06-20T16:11:24Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,b642f885-a2d3-4ced-990d-b5ca989d2257,2026-06-20T16:04:38Z
2986561504221857308,+18889701711,toll_free,active,2026-06-20T16:04:35Z,2026-06-20T16:11:23Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,b642f885-a2d3-4ced-990d-b5ca989d2257,2026-06-20T16:04:40Z
2986561504255411742,+18889840447,toll_free,active,2026-06-20T16:04:35Z,2026-06-20T16:09:34Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,b642f885-a2d3-4ced-990d-b5ca989d2257,2026-06-20T16:04:40Z
2986561504137971220,+18884960133,toll_free,active,2026-06-20T16:04:35Z,2026-06-20T16:11:17Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,b642f885-a2d3-4ced-990d-b5ca989d2257,2026-06-20T16:04:38Z
2986561504179914264,+18887800122,toll_free,active,2026-06-20T16:04:35Z,2026-06-20T16:11:20Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,b642f885-a2d3-4ced-990d-b5ca989d2257,2026-06-20T16:04:39Z
2986561504188302873,+18887980041,toll_free,active,2026-06-20T16:04:35Z,2026-06-20T16:11:21Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,b642f885-a2d3-4ced-990d-b5ca989d2257,2026-06-20T16:04:40Z
2986561504179914263,+18887513292,toll_free,active,2026-06-20T16:04:35Z,2026-06-20T16:11:20Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,b642f885-a2d3-4ced-990d-b5ca989d2257,2026-06-20T16:04:38Z
2986561504196691482,+18888320119,toll_free,active,2026-06-20T16:04:35Z,2026-06-20T16:11:22Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,b642f885-a2d3-4ced-990d-b5ca989d2257,2026-06-20T16:04:38Z
2962677195073389619,+18447500107,toll_free,active,2026-05-18T17:10:43Z,2026-05-18T20:23:47Z,2960305301296776586,Proof-Bitrix24,"","","",,,,,,,,,,,,,false,false,,false,,true,false,true,false,true,false,40019e40-b72e-4009-a049-e3be3c726dbf,proof-text,pay-per-minute,default,sequential,false,single,wav,"",,,,,US,,"","","",,number order,c0fd4465-d764-4ff9-9337-c1dc50242a2d,2026-05-18T17:41:11Z
